scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-1245,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/jumbo-sausage/100g,Champ,Jumbo Sausage,100 g,130_kkal,"3,00g",0,0,0,"13,00g",0,0,0,650mg,0,0,0
1715569705-1246,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/crunchy-nugget/100g,Champ,Crunchy Nugget,100 g,300_kkal,"20,00g","9,000g",0,0,"11,00g",0,0,"1,00g",550mg,0,0,0
1715569705-1247,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/chicken-nugget-with-sausage/5-potong,Champ,Chicken Nugget with Sausage,5 potong (100 g),220_kkal,"10,00g",0,0,0,"16,00g",0,0,"0,00g",270mg,0,0,0
1715569705-1248,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/chicken-stick/100g,Champ,Chicken Stick,100 g,330_kkal,"18,00g",0,0,0,"12,00g",0,0,"3,00g",710mg,0,0,0
1715569705-1249,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/chicken-ball/100g,Champ,Chicken Ball,100 g,160_kkal,"8,00g","3,500g",0,0,"9,00g",0,0,"0,00g",820mg,0,0,0
1715569705-1250,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/frankfurter-sausage/100g,Champ,Frankfurter Sausage,100 g,220_kkal,"15,00g","5,000g",0,0,"14,00g",0,0,"0,00g",1010mg,0,0,0
1715569705-1251,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/beef-sausage-combination/3-potong,Champ,Beef Sausage Combination,3 potong (75 g),140_kkal,"8,00g","4,500g",0,0,"7,00g",0,0,"0,00g",480mg,0,0,0
1715569705-1252,0,https://www.fatsecret.co.id/kalori-gizi/chateraise/purete-kyoto-uji-matcha/1-serving,Chateraise,Purete Kyoto Uji Matcha,1 serving (63 ml),130 kkal,"7,00g",0,0,"9,00g",5mg,0,0,0,0,0,0,0
1715569705-1253,0,https://www.fatsecret.co.id/kalori-gizi/chateraise/double-fantasy/1-serving,Chateraise,Double Fantasy,1 serving (87 g),250 kkal,"16,00g",0,0,"0,000g",0mg,0,"22,00g","0,0g",0,190mg,"6,00g","5,00g"
1715569705-1254,0,https://www.fatsecret.co.id/kalori-gizi/chateraise/purete-madagascar-vanilla/1-serving,Chateraise,Purete Madagascar Vanilla,1 serving (60 ml),160 kkal,"10,00g",0,0,"8,00g",25mg,0,0,0,0,0,0,0
1715569705-1255,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/strawberry-purete/1-porsi,Chateraise,Strawberry Purete,1 porsi (60 g),200_kkal,"16,00g","8,000g",0,0,"2,00g",0,0,"9,00g",20mg,0,0,0
1715569705-1256,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/custard-eclair/1-porsi,Chateraise,Custard Eclair,"1 porsi (80,5 g)",230_kkal,"15,00g","9,000g",0,0,"5,00g",0,0,"5,00g",135mg,0,0,0
1715569705-1257,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/matcha-latte-double-fantasy/1-porsi,Chateraise,Matcha Latte Double Fantasy,1 porsi (86 g),230_kkal,"15,00g","8,000g",0,0,"4,00g",0,0,"6,00g",170mg,0,0,0
1715569705-1258,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/fluffy-cream-roll/1-porsi,Chateraise,Fluffy Cream Roll,"1 porsi (78,9 g)",250_kkal,"15,00g","9,000g",0,0,"5,00g",0,0,"22,00g",60mg,0,0,0
1715569705-1259,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/fresh-cream-dorayaki/1-kemasan,Chateraise,Fresh Cream Dorayaki,1 kemasan (71 g),230_kkal,"10,00g","6,000g",0,0,"4,00g",0,0,"11,00g",160mg,0,0,0
1715569705-1260,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/double-chou-cream/1-buah,Chateraise,Double Chou Cream,1 buah (94 g),280_kkal,"18,00g","11,000g",0,0,"5,00g",0,0,"6,00g",190mg,0,0,0
1715569705-1261,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/mochi/1-serving,Chateraise,Mochi,1 serving,156_kkal,"3,20g",0,0,0,"1,70g",0,0,0,0,0,0,0
1715569705-1262,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/ramune-ice-cream/1-serving,Chateraise,Ramune Ice Cream,1 serving (62 ml),60_kkal,"1,50g","1,000g",0,0,"1,00g",0,0,"11,00g",10mg,0,0,0
1715569705-1263,https://www.fatsecret.co.id/kalori-gizi/search?q=Chateraise,https://www.fatsecret.co.id/kalori-gizi/chateraise/taiyaki-ice-cream-uji-matcha/1-porsi,Chateraise,Taiyaki Ice Cream Uji Matcha,1 porsi (78 g),110_kkal,"3,00g","2,000g",0,0,"2,00g",0,0,"9,00g",15mg,0,0,0
1715569705-1264,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chateraise/tapioca-tea-latte-ice-bar/1-serving,Chateraise,Tapioca Tea Latte Ice Bar,1 serving (64 ml),110_kkal,"5,00g","3,000g",0,0,"1,00g",0,0,"10,00g",60mg,0,0,0
1715569705-1265,https://www.fatsecret.co.id/kalori-gizi/search?q=Asia Milk,https://www.fatsecret.co.id/kalori-gizi/chatime/grass-jelly-with-fresh-milk/1-porsi,Chatime,Grass Jelly with Fresh Milk,1 porsi (500 ml),360_kkal,"6,00g",0,0,0,"1,00g",0,0,"12,00g",0,0,0,0
1715569705-1266,https://www.fatsecret.co.id/kalori-gizi/search?q=Chatime,https://www.fatsecret.co.id/kalori-gizi/chatime/coconut-jelly/100ml,Chatime,Coconut Jelly,100 ml,62_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-1267,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/strawberry-milk-tea/1-large-cup,Chatime,Strawberry Milk Tea,1 large cup (500 ml),259_kkal,"3,50g","2,500g",0,0,"7,00g",0,0,"45,00g",85mg,0,0,0
1715569705-1268,https://www.fatsecret.co.id/kalori-gizi/search?q=Bob's Red Mill,https://www.fatsecret.co.id/kalori-gizi/chatime/matcha-red-bean-smoothie/1-cup-reguler,Chatime,Matcha Red Bean Smoothie,1 cup reguler (500 ml),384_kkal,"10,50g",0,0,0,"4,50g",0,0,"58,00g",0,0,0,0
1715569705-1269,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/pearl-milk-tea/1-gelas,Chatime,Pearl Milk Tea,1 cup reguler (500 ml),374_kkal,"11,00g",0,0,0,"1,00g",0,0,"31,00g",0,0,0,0
1715569705-1270,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/milk-tea-no-sugar/1-cup-reguler,Chatime,Milk Tea No Sugar,1 cup reguler (500 ml),142_kkal,"13,00g",0,0,0,"1,50g",0,0,"1,00g",0,0,0,0
1715569705-1271,https://www.fatsecret.co.id/kalori-gizi/search?q=Chatime,https://www.fatsecret.co.id/kalori-gizi/chatime/mango-smoothie/1-porsi,Chatime,Mango Smoothie,1 porsi (500 g),228_kkal,"0,50g",0,0,0,"0,50g",0,0,"54,00g",0,0,0,0
1715569705-1272,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/vanila-milk-tea/1-cup-reguler,Chatime,Vanila Milk Tea,1 cup reguler (500 ml),218_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-1273,https://www.fatsecret.co.id/kalori-gizi/search?q=Boost Juice,https://www.fatsecret.co.id/kalori-gizi/chatime/honey-lemon-juice/1-cup,Chatime,Honey Lemon Juice,1 cup (500 ml),147_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-1274,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/bubble-milk-tea/1-cup-reguler,Chatime,Bubble Milk Tea,1 cup reguler (500 ml),160_kkal,"6,00g",0,0,0,"0,40g",0,0,"25,00g",8mg,0,0,0
1715569705-1275,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/matcha-tea-latte-no-sugar/1-porsi,Chatime,Matcha Tea Latte No Sugar,1 porsi (500 ml),104_kkal,"4,00g","3,000g",0,0,"6,00g",0,0,"8,50g",55mg,0,0,0
1715569705-1276,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/hazelnut-milk-tea-no-sugar/1-porsi,Chatime,Hazelnut Milk Tea No Sugar,1 porsi (500 ml),185_kkal,"11,00g",0,0,0,"1,00g",0,0,"15,00g",0,0,0,0
1715569705-1277,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/hazelnut-milk-tea/1-porsi-reguler,Chatime,Hazelnut Milk Tea,1 porsi reguler (500 ml),244_kkal,"10,50g",0,0,0,"1,00g",0,0,"28,50g",0,0,0,0
1715569705-1278,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/taro-milk-tea/1-cup-reguler,Chatime,Taro Milk Tea,1 cup reguler (500 ml),399_kkal,"12,00g",0,0,0,"2,00g",0,0,"54,50g",0,0,0,0
1715569705-1279,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/matcha-tea-latte/1-cup-reguler,Chatime,Matcha Tea Latte,1 cup reguler (500 ml),190_kkal,"4,00g",0,0,0,"6,50g",0,0,"30,00g",0,0,0,0
1715569705-1280,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/milk-tea/1-porsi,Chatime,Milk Tea,1 porsi (500 ml),302_kkal,"13,00g",0,0,0,"1,50g",0,0,"39,50g",0,0,0,0
1715569705-1281,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/pearl-milk-tea-no-sugar/1-cup-reguler,Chatime,Pearl Milk Tea No Sugar,1 cup reguler (500 ml),216_kkal,"14,00g",0,0,0,"1,00g",0,0,"8,00g",0,0,0,0
1715569705-1282,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/chatime/mango-green-tea/1-porsi,Chatime,Mango Green Tea,1 porsi (500 ml),374_kkal,"0,50g","0,500g",0,0,"0,50g",0,0,"20,00g",25mg,0,0,0
1715569705-1283,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/rasa-jagung-bakar/1-bungkus,Cheetos,Rasa Jagung Bakar,1 bungkus (10 g),50_kkal,"3,00g","1,500g","0,000g",0,"1,00g",0,0,"0,00g",45mg,0,0,0
1715569705-1284,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/puffs-cheddar-cheese/1-porsi,Cheetos,Puffs Cheddar Cheese,1 porsi (10 g),50_kkal,"2,50g","1,000g",0,0,"1,00g",0,0,"0,00g",75mg,0,0,0
1715569705-1285,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/cheetos-net-bbq/1-kemasan,Cheetos,Cheetos Net BBQ,1 kemasan (20 g),50_kkal,"3,00g","1,500g","0,000g",0,"1,00g",0,"0,0g","1,00g",75mg,0mg,0,0
1715569705-1286,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/rasa-ayam-panggang/1-bungkus,Cheetos,Rasa Ayam Panggang,1 bungkus (10 g),60_kkal,"3,50g","2,500g",0,0,"1,00g",0,0,0,0,0,0,0
1715569705-1287,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/spicy-bbq-flavor/1-bungkus,Cheetos,Spicy BBQ Flavor,1 bungkus (10 g),60_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"1,00g",50mg,0,0,0
1715569705-1288,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/ayam-bakar/1-bungkus,Cheetos,Ayam Bakar,1 potong (18 g),100_kkal,"6,00g",0,0,0,"1,00g",0,0,0,100mg,0,0,0
1715569705-1289,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/cheetos-puffs-bbq-steak/1-porsi,Cheetos,Cheetos Puffs BBQ Steak,1 porsi (10 g),50_kkal,"2,50g","1,000g",0,0,"1,00g",0,0,0,65mg,0,0,0
1715569705-1290,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/cheetos/1-porsi,Cheetos,Cheetos,1 porsi (10 g),50_kkal,"3,00g","1,500g","0,000g",0,"1,00g",0,0,"0,00g",45mg,0,0,0
1715569705-1291,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/jagung-bakar-(18g)/1-bungkus,Cheetos,Jagung Bakar (18g),1 bungkus (18 g),100_kkal,"6,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-1292,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/jagung-bakar-(15g)/1-bungkus,Cheetos,Jagung Bakar (15g),1 bungkus (15 g),50_kkal,"3,00g","1,500g",0,0,"1,00g",0,0,"0,00g",65mg,45mg,0,0
1715569705-1293,https://www.fatsecret.co.id/kalori-gizi/search?q=Cheetos,https://www.fatsecret.co.id/kalori-gizi/cheetos/flamin-hot/1-serving,Cheetos,Flamin Hot,1 serving (28 g),170_kkal,"11,00g","1,500g","0,000g",0,"1,00g",0,"1,0g","0,00g",250mg,35mg,0,0
1715569705-1294,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-coffee/1-piece,Chia-Yo,Healthy Sandwich Cookies Coffee,"1 piece (11,1 g)",40_kkal,"2,00g",0,0,0,"1,00g",0,"1,0g","2,00g",0,0,0,0
1715569705-1295,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/homemade-granola-dark-chocolate/100g,Chia-Yo,Homemade Granola Dark Chocolate,100 g,422_kkal,"18,00g",0,0,0,"12,00g",0,"8,0g","10,00g",0,0,0,0
1715569705-1296,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies/1-piece,Chia-Yo,Healthy Sandwich Cookies,1 piece (19 g),69_kkal,"3,00g",0,0,0,"1,00g",0,0,"5,00g",0,0,0,0
1715569705-1297,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/homemade-granola-coffee/1-takaran-saji,Chia-Yo,Homemade Granola Coffee,1 takaran saji (50 g),202_kkal,"9,00g",0,0,0,"5,00g",0,"3,0g","6,00g",0,0,0,0
1715569705-1298,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/homemade-muesli/1-cup,Chia-Yo,Homemade Muesli,1 cup (50 g),171_kkal,"2,00g",0,0,0,"5,00g",0,"4,0g","10,00g",0,0,0,0
1715569705-1299,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/homemade-crunchy-cereal/1-porsi,Chia-Yo,Homemade Crunchy Cereal,1 porsi (50 g),221_kkal,"11,00g",0,0,0,"5,00g",0,"2,0g","7,00g",0,0,0,0
1715569705-1300,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-spekkoek/1-piece,Chia-Yo,Healthy Sandwich Cookies Spekkoek,"1 piece (11,1 g)",40_kkal,"2,00g",0,0,0,"1,00g",0,"1,0g","2,00g",0,0,0,0
1715569705-1301,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/crunchy-cereal-to-go/1-bungkus,Chia-Yo,Crunchy Cereal To Go,1 bungkus (55 g),231_kkal,"9,00g",0,0,0,"8,00g",0,"2,0g","12,00g",0,0,0,0
1715569705-1302,https://www.fatsecret.co.id/kalori-gizi/search?q=Bob's Red Mill,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-red-velvet/1-cookie,Chia-Yo,Healthy Sandwich Cookies Red Velvet,1 cookie (10 g),55_kkal,"3,90g",0,0,0,"1,00g",0,"1,3g","1,70g",0,0,0,0
1715569705-1303,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-vanilla/1-piece,Chia-Yo,Healthy Sandwich Cookies Vanilla,1 piece (13 g),54_kkal,"3,00g",0,0,0,"0,90g",0,"1,6g","1,10g",0,0,0,0
1715569705-1304,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/homemade-granola-original/1-porsi,Chia-Yo,Homemade Granola Original,1 porsi (50 g),210_kkal,"9,00g","0,000g","0,000g",0,"5,00g",0,"3,0g","9,00g",0mg,0mg,0,0
1715569705-1305,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-matcha/100g,Chia-Yo,Healthy Sandwich Cookies Matcha,"1 piece (11,1 g)",39_kkal,"2,00g",0,0,0,"1,00g",0,"1,0g","2,00g",0,0,0,0
1715569705-1306,https://www.fatsecret.co.id/kalori-gizi/search?q=Alamon Mix Fibe,https://www.fatsecret.co.id/kalori-gizi/chia-yo/healthy-sandwich-cookies-mix-berries/1-piece,Chia-Yo,Healthy Sandwich Cookies Mix Berries,1 piece (19 g),69_kkal,"3,00g",0,0,0,"1,00g",0,0,"5,00g",0,0,0,0
1715569705-1307,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/chia-yo/choco-velvet/1-serving,Chia-Yo,Choco Velvet,1 serving (10 g),52_kkal,"3,20g",0,0,0,"1,00g",0,"1,3g","1,90g",0,0,0,0
1715569705-1308,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/twist-flaming-hot/1-takaran-saji,Chiki,Twist Flaming Hot,1 takaran saji (10 g),60_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"1,00g",25mg,0,0,0
1715569705-1309,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/chiki-balls-rasa-keju/1-bungkus,Chiki,Chiki Balls Rasa Keju,1 bungkus (10 g),50_kkal,"2,50g","1,000g",0,0,"1,00g",0,0,"1,00g",80mg,0,0,0
1715569705-1310,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/chiki-net-potato-barbeque-flavour/1-porsi,Chiki,Chiki Net Potato Barbeque Flavour,1 porsi (20 g),110_kkal,"7,00g","3,000g",0,0,"1,00g",0,0,"1,00g",160mg,0,0,0
1715569705-1311,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/chiki-puffs/1-porsi,Chiki,Chiki Puffs,1 porsi (10 g),50_kkal,"3,00g","1,000g",0,0,"1,00g",0,0,"1,00g",50mg,0,0,0
1715569705-1312,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/chiki-balls-rasa-cokelat/1-porsi,Chiki,Chiki Balls Rasa Cokelat,1 kemasan kecil (10 g),50_kkal,"2,50g","1,000g",0,0,"1,00g",0,0,"2,00g",5mg,0,0,0
1715569705-1313,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/twist-roasted-corn/1-porsi,Chiki,Twist Roasted Corn,4 porsi (10 g),60_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"0,00g",50mg,0,0,0
1715569705-1314,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/chiki-balls-rasa-kaldu-ayam/1-sajian,Chiki,Chiki Balls Rasa Kaldu Ayam,1 sajian (10 g),50_kkal,"2,50g","1,000g","0,000g",0,"1,00g",0,"0,0g","0,00g",55mg,0mg,0,0
1715569705-1315,https://www.fatsecret.co.id/kalori-gizi/search?q=Chiki,https://www.fatsecret.co.id/kalori-gizi/chiki/rasa-ayam-snack-balls/1-serving,Chiki,Rasa Ayam Snack Balls,1/2 bungkus (12 g),60_kkal,"3,00g",0,0,0,"1,00g",0,0,0,80mg,20mg,0,0
1715569705-1316,0,https://www.fatsecret.co.id/kalori-gizi/chips-ahoy/chocolate-chip-cookies/3-cookies,Chips Ahoy,Chocolate Chip Cookies,3 cookies (28 g),130 kkal,"6,00g",0,0,"1,0g","8,00g",0,0,0,0,0,0,85mg
1715569705-1317,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/honey-beef-bbq/1-serving,Chitato,Honey Beef BBQ,1 serving  (20 ml),100_kkal,"5,00g","2,000g",0,0,"1,00g",0,0,"0,00g",130mg,0,0,0
1715569705-1318,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/original-flavour/1-portion,Chitato,Original Flavour,1 portion (20 g),100_kkal,"5,00g","2,500g",0,0,"1,00g",0,0,"0,00g",60mg,0,0,0
1715569705-1319,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/spicy-grilled-beef-flavor/1-tas,Chitato,Spicy Grilled Beef Flavor,1 tas (19 ml),100_kkal,"5,00g",0,0,0,"1,00g",0,0,0,120mg,0,0,0
1715569705-1320,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/original-edition/1-porsi,Chitato,Original Edition,1 porsi (20 ml),110_kkal,"6,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-1321,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/mie-goreng-kornet/1-porsi,Chitato,Mie Goreng Kornet,1 porsi (20 ml),100_kkal,"5,00g","2,500g",0,0,"1,00g",0,0,"1,00g",85mg,0,0,0
1715569705-1322,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/chicken-barbecue-flavor/1-porsi,Chitato,Chicken Barbecue Flavor,1 porsi (19 ml),100_kkal,"6,00g",0,0,0,"1,00g",0,0,0,115mg,240mg,0,0
1715569705-1323,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/cheese-flavour/1-bungkus,Chitato,Cheese Flavour,1 bungkus (20 ml),110_kkal,"7,00g","3,000g",0,0,"1,00g",0,0,"1,00g",80mg,0,0,0
1715569705-1324,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/spicy-chicken-flavor/1-porsi,Chitato,Spicy Chicken Flavor,1 porsi (20 ml),110_kkal,"6,00g","2,500g",0,0,"2,00g",0,0,"1,00g",75mg,0,0,0
1715569705-1325,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/sapi-bumbu-bakar/1-porsi,Chitato,Sapi Bumbu Bakar,1 porsi (20 ml),100_kkal,"6,00g","2,500g",0,0,"2,00g",0,0,0,2mg,0,0,0
1715569705-1326,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/lite-salmon-teriyaki/1-sajian,Chitato,Lite Salmon Teriyaki,1 sajian (20 g),110_kkal,"7,00g","6,000g",0,0,"1,00g",0,0,"1,00g",75mg,0,0,0
1715569705-1327,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/chitato-maxx/1-porsi,Chitato,Chitato Maxx,1 porsi (20 ml),110_kkal,"6,00g","2,500g","0,000g",0,"1,00g",0,"0,0g","1,00g",90mg,0mg,0,0
1715569705-1328,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/ayam-barbekyu/1-porsi,Chitato,Ayam Barbekyu,1 bungkus (20 ml),110_kkal,"6,00g","2,500g","0,000g",0,"1,00g",0,0,"1,00g",0,0,0,0
1715569705-1329,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/hot-spicy-seaweed/1-3-bungkus,Chitato,Hot Spicy Seaweed,1/3 bungkus (20 ml),100_kkal,"5,00g","2,000g","0,000g",0,"1,00g",0,0,"0,00g",130mg,0,0,0
1715569705-1330,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/chitato-rasa-keju/1-bungkus,Chitato,Chitato Rasa Keju,1 bungkus (20 g),110_kkal,"7,00g","3,000g",0,0,"1,00g",0,0,"1,00g",80mg,0,0,0
1715569705-1331,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/spicy-bulgogi/1-porsi,Chitato,Spicy Bulgogi,1 porsi (85 ml),450_kkal,"25,00g",0,0,0,"9,00g",0,0,0,280mg,0,0,0
1715569705-1332,https://www.fatsecret.co.id/kalori-gizi/search?q=Chitato,https://www.fatsecret.co.id/kalori-gizi/chitato/rasa-sapi-panggang/1-tas,Chitato,Rasa Sapi Panggang,1 tas (20 ml),100_kkal,"6,00g","3,000g",0,0,"2,00g",0,0,"0,00g",115mg,0,0,0
