scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-1151,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/campina/lu-ve-litee-green-tea-ice-cream/1-porsi,Campina,Lu Ve Litee Green Tea Ice Cream,1 porsi (110 ml),110_kkal,"2,00g","1,000g","0,000g",0,"1,00g",0,"0,0g","15,00g",0mg,0mg,0,0
1715569705-1152,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/royal-choco-brownies/100ml,Campina,Royal Choco Brownies,100 ml,170_kkal,"7,00g","5,000g",0,0,"2,00g",0,0,"15,00g",20mg,0,0,0
1715569705-1153,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/tiramisu-ice-cream/100ml,Campina,Tiramisu Ice Cream,100 ml,140_kkal,"6,00g","5,000g",0,0,"3,00g",0,0,"13,00g",40mg,0,0,0
1715569705-1154,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/hula-hula-kacang-hijau/1-porsi,Campina,Hula Hula Kacang Hijau,1 porsi (45 ml),110_kkal,"6,00g","0,000g","0,000g",0,"1,00g",0,"0,0g","11,00g",16mg,0,0,0
1715569705-1155,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/strawberry-cheesecake/100g,Campina,Strawberry Cheesecake,100 g,150_kkal,"7,00g","6,000g",0,0,"3,00g",0,0,"7,00g",85mg,0,0,0
1715569705-1156,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/tropicana-choco-vanilla/1-es-krim,Campina,Tropicana Choco Vanilla,1 es krim (65 ml),170_kkal,"11,00g","8,000g","3,000g",0,"2,00g",0,0,"9,00g",30mg,0,0,0
1715569705-1157,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/frozen-berry/1-stik,Campina,Frozen Berry,1 stik (55 ml),60_kkal,"0,00g",0,0,0,"0,00g",0,0,"10,00g",5mg,0,0,0
1715569705-1158,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/happy-cow/1-porsi,Campina,Happy Cow,1 porsi (85 ml),110_kkal,"5,00g",0,0,0,"2,00g",0,0,"10,00g",39mg,0,0,0
1715569705-1159,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/lu-ve-choco-almond-milk/1-porsi,Campina,Lu Ve Choco Almond Milk,1 porsi (90 ml),120_kkal,"5,00g","4,000g",0,0,"1,00g",0,"9,0g",0,20mg,0,0,0
1715569705-1160,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/happy-cow-rainbow-pops/1-stik,Campina,Happy Cow Rainbow Pops,1 stik (55 ml),80_kkal,"3,00g","0,000g","0,000g",0,"2,00g",0,0,"9,00g",30mg,0,0,0
1715569705-1161,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/hula-hula-taro/1-porsi,Campina,Hula Hula Taro,1 porsi (45 ml),110_kkal,"7,00g","6,000g",0,0,"1,00g",0,0,"9,00g",25mg,0,0,0
1715569705-1162,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/gold-ribbon-cookie-creamy/100ml,Campina,Gold Ribbon Cookie Creamy,100 ml,210_kkal,"13,00g",0,0,0,"3,00g",0,0,"17,00g",80mg,0,0,0
1715569705-1163,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/bazooka-cashew-nut/1-bar,Campina,Bazooka Cashew Nut,1 bar (90 ml),180_kkal,"10,00g",0,0,0,"2,00g",0,0,"13,00g",30mg,0,0,0
1715569705-1164,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/summer-barz-frozen-berry/1-porsi,Campina,Summer Barz Frozen Berry,1 porsi (55 ml),60_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","10,00g",5mg,0mg,0,0
1715569705-1165,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/concerto-strawberry-cookies/100ml,Campina,Concerto Strawberry Cookies,100 ml,270_kkal,"15,00g",0,0,0,"3,00g",0,0,"17,00g",90mg,0,0,0
1715569705-1166,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/hula-hula-durian/100ml,Campina,Hula Hula Durian,100 ml,130_kkal,"5,00g","4,000g",0,0,"2,00g",0,0,"16,00g",50mg,0,0,0
1715569705-1167,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/petit-grape/1-bungkus,Campina,Petit Grape,1 bungkus (35 ml),40_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-1168,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/tropicana-krez-krez/1-bungkus,Campina,Tropicana Krez Krez,1 bungkus (65 ml),160_kkal,"12,00g","6,000g",0,0,"1,00g",0,0,"9,00g",20mg,0,0,0
1715569705-1169,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/concerto-sundae-chocolate/100ml,Campina,Concerto Sundae Chocolate,100 ml,140_kkal,"6,00g","5,000g",0,0,"3,00g",0,0,"13,00g",65mg,0,0,0
1715569705-1170,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/heart/1-porsi,Campina,Heart,1 porsi (85 g),170_kkal,"12,00g",0,0,0,"2,00g",0,0,"11,00g",0,0,0,0
1715569705-1171,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/hula-hula-ais-krim-pulut-hitam-tapai/1-porsi,Campina,Hula Hula Ais Krim Pulut Hitam Tapai,1 porsi (50 ml),90_kkal,"3,50g",0,0,0,"1,00g",0,0,"10,00g",20mg,0,0,0
1715569705-1172,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/cashew-nut/1-bungkus,Campina,Cashew Nut,1 bungkus (90 ml),200_kkal,"12,00g","9,000g",0,0,"2,00g",0,0,"9,00g",35mg,0,0,0
1715569705-1173,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/fantastic-choco-banana/1-porsi,Campina,Fantastic Choco Banana,1 batang (90 ml),170_kkal,"12,00g","10,000g",0,0,"2,00g",0,0,"13,00g",34mg,0,0,0
1715569705-1174,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/concerto-choco-passion/1-bungkus,Campina,Concerto Choco Passion,100 ml,240_kkal,"14,00g",0,0,0,"3,00g",0,0,"15,00g",30mg,0,0,0
1715569705-1175,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/hula-hula-alpukat/1-bungkus,Campina,Hula Hula Alpukat,1 bungkus (45 ml),110_kkal,"6,00g","4,000g",0,0,"1,00g",0,0,"11,00g",17mg,0,0,0
1715569705-1176,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/gold-ribbon-chocolate/100g,Campina,Gold Ribbon Chocolate,100 g,220_kkal,"13,00g",0,0,0,"5,00g",0,0,"19,00g",100mg,0,0,0
1715569705-1177,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/concerto-bold/1-cone,Campina,Concerto Bold,1 cone (115 ml),250_kkal,"11,00g",0,0,0,"3,00g",0,0,"22,00g",55mg,0,0,0
1715569705-1178,https://www.fatsecret.co.id/kalori-gizi/search?q=Campina,https://www.fatsecret.co.id/kalori-gizi/campina/lu-ve-chocolate-chunk/1-porsi,Campina,Lu Ve Chocolate Chunk,1 porsi (110 ml),170_kkal,"7,00g",0,0,0,"3,00g",0,0,"17,00g",55mg,0,0,0
1715569705-1179,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Enaak,https://www.fatsecret.co.id/kalori-gizi/cap-enaak/kental-manis-coklat/1-porsi,Cap Enaak,Kental Manis Coklat,1 porsi (37 g),120_kkal,"3,50g",0,0,0,"1,00g",0,"2,0g","19,00g",0,0,0,0
1715569705-1180,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Enaak,https://www.fatsecret.co.id/kalori-gizi/cap-enaak/susu-kental-manis/1-gelas,Cap Enaak,Susu Kental Manis,1 sachet (37 g),120_kkal,"3,50g","1,500g","2,000g",0,"1,00g",0,"2,0g","19,00g",30mg,110mg,0,0
1715569705-1181,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Enaak,https://www.fatsecret.co.id/kalori-gizi/cap-enaak/krimer-kental-manis/2-sdm,Cap Enaak,Krimer Kental Manis,1 sdm (21 g),70_kkal,"2,00g","1,000g","1,000g",0,"0,50g",0,"1,0g","10,00g",18mg,0,0,0
1715569705-1182,https://www.fatsecret.co.id/kalori-gizi/search?q=Burung Dara,https://www.fatsecret.co.id/kalori-gizi/cap-panda/sarang-burung/1-kaleng,Cap Panda,Sarang Burung,1 kaleng (310 ml),110_kkal,"0,00g",0,0,0,"0,00g",0,0,"25,00g",15mg,0,0,0
1715569705-1183,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Panda,https://www.fatsecret.co.id/kalori-gizi/cap-panda/minuman-cincau/1-kaleng,Cap Panda,Minuman Cincau,1 kaleng (310 ml),100_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","23,00g",55mg,0mg,0,0
1715569705-1184,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Panda,https://www.fatsecret.co.id/kalori-gizi/cap-panda/grass-jelly-drinks/1-can,Cap Panda,Grass Jelly Drinks,1 can (310 ml),100_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"23,00g",55mg,0mg,0,0
1715569705-1185,https://www.fatsecret.co.id/kalori-gizi/search?q=Cap Panda,https://www.fatsecret.co.id/kalori-gizi/cap-panda/aloe-vera/1-cup,Cap Panda,Aloe Vera,1 cup (310 ml),100_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"24,00g",60mg,0,0,0
1715569705-1186,https://www.fatsecret.co.id/kalori-gizi/search?q=Captain Oats,https://www.fatsecret.co.id/kalori-gizi/captain-oats/oatmeal/1-porsi,Captain Oats,Oatmeal,1 sendok makan (40 g),159_kkal,"3,30g","1,000g",0,0,"5,40g",0,"4,3g",0,11mg,0,0,0
1715569705-1187,https://www.fatsecret.co.id/kalori-gizi/search?q=Captain Oats,https://www.fatsecret.co.id/kalori-gizi/captain-oats/instant-oatmeal/100g,Captain Oats,Instant Oatmeal,100 g,399_kkal,"8,20g","2,400g","0,000g",0,"13,50g",0,"10,8g","0,00g",28mg,0mg,0,0
1715569705-1188,https://www.fatsecret.co.id/kalori-gizi/search?q=Captain Oats,https://www.fatsecret.co.id/kalori-gizi/captain-oats/quick-cook-oatmeal/1-porsi,Captain Oats,Quick Cook Oatmeal,1 porsi (40 g),160_kkal,"3,10g","0,800g","0,000g",0,"5,70g",0,"4,0g","0,00g",15mg,0,0,0
1715569705-1189,https://www.fatsecret.co.id/kalori-gizi/search?q=Captain Oats,https://www.fatsecret.co.id/kalori-gizi/captain-oats/instant-oatmeal/1-porsi,Captain Oats,Instant Oatmeal,4 sendok makan (40 g),170_kkal,"4,50g","1,000g","0,000g",0,"5,00g",0,"8,0g","0,00g",11mg,42mg,0,0
1715569705-1190,https://www.fatsecret.co.id/kalori-gizi/search?q=Captain Oats,https://www.fatsecret.co.id/kalori-gizi/captain-oats/rolled-oats/1-2-gelas-kering,Captain Oats,Rolled Oats,1/2 gelas kering (40 g),160_kkal,"4,50g","1,000g","0,000g",0,"5,00g",0,"8,0g","0,00g",22mg,0mg,0,0
1715569705-1191,https://www.fatsecret.co.id/kalori-gizi/search?q=The Harvest,https://www.fatsecret.co.id/kalori-gizi/carls-jr/the-big-carl/1-porsi,Carl's Jr,The Big Carl,1 porsi (321 g),920_kkal,"58,00g","23,000g","2,000g",0,"47,00g",0,"3,0g","12,00g",1380mg,0,0,0
1715569705-1192,https://www.fatsecret.co.id/kalori-gizi/search?q=Carnation,https://www.fatsecret.co.id/kalori-gizi/carnation/susu-evaporasi/1-porsi,Carnation,Susu Evaporasi,1 porsi (40 g),50_kkal,"2,50g","1,000g",0,0,"2,00g",0,0,"3,00g",25mg,0,0,0
1715569705-1193,https://www.fatsecret.co.id/kalori-gizi/search?q=Carnation,https://www.fatsecret.co.id/kalori-gizi/carnation/krimer-kental-manis/3-sdm,Carnation,Krimer Kental Manis,3 sdm (30 g),100_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"17,00g",40mg,0,0,0
1715569705-1194,https://www.fatsecret.co.id/kalori-gizi/search?q=Carnation,https://www.fatsecret.co.id/kalori-gizi/carnation/filled-evaporated-milk/100g,Carnation,Filled Evaporated Milk,100 g,120_kkal,"6,00g","2,700g","0,000g",0,"4,20g",0,0,"6,70g",65mg,0,0,0
1715569705-1195,https://www.fatsecret.co.id/kalori-gizi/search?q=Carnivor,https://www.fatsecret.co.id/kalori-gizi/carnivor/whey-protein-isolate/1-scoop,Carnivor,Whey Protein Isolate,"1 scoop (36,4 g)",120_kkal,"0,00g","0,000g","0,000g",0,"23,00g",0,0,"0,00g",370mg,0,0,0
1715569705-1196,0,https://www.fatsecret.co.id/kalori-gizi/cedea/otak-otak-ala-singapore/100g,Cedea,Otak-Otak Ala Singapore,100 g,110 kkal,"3,00g",0,0,"0,00g",760mg,0,0,0,0,0,0,0
1715569705-1197,0,https://www.fatsecret.co.id/kalori-gizi/cedea/crab-flavowred-nugget/1-sajian,Cedea,Crab Flavowred Nugget,1 sajian (12 g),15 kkal,"0,00g",0,0,100mg,0,0,0,0,0,0,0,0
1715569705-1198,0,https://www.fatsecret.co.id/kalori-gizi/cedea/salmon-sausage-cheese/1-buah,Cedea,Salmon Sausage Cheese,1 buah (65 g),100 kkal,"3,00g",0,0,190mg,0,0,0,0,0,0,0,0
1715569705-1199,0,https://www.fatsecret.co.id/kalori-gizi/cedea/crab-stick/1-stick,Cedea,Crab Stick,1 stick (16 g),15 kkal,"0,00g",0,0,"3,00g","1,00g",0,0,0,0,0,0,115mg
1715569705-1200,0,https://www.fatsecret.co.id/kalori-gizi/cedea/chikuwa/1-piece,Cedea,Chikuwa,1 piece (12 g),15 kkal,"0,00g",0,0,"1,00g","3,00g",0,"0,00g",110mg,0,0,0mg,"0,0g"
1715569705-1201,0,https://www.fatsecret.co.id/kalori-gizi/cedea/steamboat-dashi-sauce/1-porsi,Cedea,Steamboat Dashi Sauce,1 porsi (20 g),15 kkal,"1,00g",0,0,"0,00g",120mg,0,0,0,0,0,0,0
1715569705-1202,0,https://www.fatsecret.co.id/kalori-gizi/cedea/fish-dumpling-chicken/1-porsi,Cedea,Fish Dumpling Chicken,1 buah (20 g),35 kkal,"1,00g",0,0,0,0,0,0,0,0,0,0,0
1715569705-1203,0,https://www.fatsecret.co.id/kalori-gizi/cedea/shrimp-tail/1-porsi,Cedea,Shrimp Tail,1 porsi (50 g),70 kkal,"1,50g",0,0,"0,00g",290mg,0,0,0,0,0,0,0
1715569705-1204,0,https://www.fatsecret.co.id/kalori-gizi/cedea/odeng/1-porsi,Cedea,Odeng,1 porsi (50 g),80 kkal,"3,50g",0,0,"3,00g",320mg,0,0,0,0,0,0,0
1715569705-1205,0,https://www.fatsecret.co.id/kalori-gizi/cedea/steamboat/1-porsi,Cedea,Steamboat,1 porsi (20 g),30 kkal,"1,00g",0,0,0,0,0,0,0,0,0,0,0
1715569705-1206,0,https://www.fatsecret.co.id/kalori-gizi/cedea/salmon-ball/1-porsi,Cedea,Salmon Ball,1 porsi (16 g),20 kkal,"1,00g",0,0,"0,00g",100mg,0,0,0,0,0,0,0
1715569705-1207,https://www.fatsecret.co.id/kalori-gizi/search?q=Oriental,https://www.fatsecret.co.id/kalori-gizi/cedea/oriental-cartoon/1-porsi,Cedea,Oriental Cartoon,1 porsi (10 g),10_kkal,"0,00g","0,000g",0,0,"1,00g",0,0,"1,00g",65mg,0,0,0
1715569705-1208,0,https://www.fatsecret.co.id/kalori-gizi/cedea/fish-roll/1-buah,Cedea,Fish Roll,1 buah (25 g),40 kkal,"0,50g",0,0,0mg,0,0,0,0,0,0,0,0
1715569705-1209,0,https://www.fatsecret.co.id/kalori-gizi/cedea/salmon-fish-cake/1-porsi,Cedea,Salmon Fish Cake,1 porsi (50 g),80 kkal,"3,50g",0,0,"0,00g",0mg,0,0,0,0,0,0,0
1715569705-1210,https://www.fatsecret.co.id/kalori-gizi/search?q=Cedea,https://www.fatsecret.co.id/kalori-gizi/cedea/fish-dumpling-cheese/1-buah,Cedea,Fish Dumpling Cheese,1 buah (20 g),25_kkal,"1,00g","0,500g",0,0,"2,00g",0,0,"1,00g",210mg,0,0,0
1715569705-1211,0,https://www.fatsecret.co.id/kalori-gizi/cedea/bakso-ikan/1-porsi,Cedea,Bakso Ikan,1 porsi (20 g),25 kkal,"1,00g",0,0,"0,00g",190mg,0,0,0,0,0,0,0
1715569705-1212,0,https://www.fatsecret.co.id/kalori-gizi/cedea/bola-udang/1-buah,Cedea,Bola Udang,1 buah (12 g),15 kkal,"0,00g",0,0,0,0,0,0,0,0,0,0,0
1715569705-1213,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/popcorn-keju-bakar/1-porsi,Cem-Cem,Popcorn Keju Bakar,1 porsi (30 g),130_kkal,"4,00g",0,0,0,"1,00g",0,0,"15,00g",330mg,0,0,0
1715569705-1214,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/pilus-keju-panggang/1-porsi,Cem-Cem,Pilus Keju Panggang,1 porsi (20 g),100_kkal,"5,00g",0,0,0,"1,00g",0,0,"1,00g",270mg,0,0,0
1715569705-1215,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/crunchy-tasty-stick/1-porsi,Cem-Cem,Crunchy Tasty Stick,1 porsi (10 g),60_kkal,"3,50g","1,500g",0,0,"1,00g",0,0,"0,00g",95mg,70mg,0,0
1715569705-1216,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/popcorn-caramel/1-porsi,Cem-Cem,Popcorn Caramel,1 takaran saji (30 g),130_kkal,"3,50g",0,"0,000g",0,"2,00g",0,0,"14,00g",115mg,0,0,0
1715569705-1217,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/makaroni-balado/1-porsi,Cem-Cem,Makaroni Balado,7 biji (20 g),100_kkal,"4,00g",0,0,0,"2,00g",0,0,"1,00g",270mg,0,0,0
1715569705-1218,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/makaroni-sambal-matah/1-porsi,Cem-Cem,Makaroni Sambal Matah,1 porsi (20 g),100_kkal,"4,00g",0,0,0,"2,00g",0,0,"3,00g",150mg,0,0,0
1715569705-1219,https://www.fatsecret.co.id/kalori-gizi/search?q=Cem-Cem,https://www.fatsecret.co.id/kalori-gizi/cem-cem/cazva-keripik-singkong-sapi-panggang/1-porsi,Cem-Cem,Cazva Keripik Singkong Sapi Panggang,1 porsi (20 g),100_kkal,"5,00g","3,000g",0,0,"0,00g",0,0,"1,00g",75mg,0,0,0
1715569705-1220,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceremix,https://www.fatsecret.co.id/kalori-gizi/ceremix/healthy-nutritious-chocolate-cereal/1-porsi,Ceremix,Healthy Nutritious Chocolate Cereal,1 porsi (30 g),140_kkal,"4,00g","3,000g",0,0,"1,00g",0,"2,0g","5,00g",70mg,0,0,0
1715569705-1221,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceremix,https://www.fatsecret.co.id/kalori-gizi/ceremix/chocolate-sereal/1-kemasan,Ceremix,Chocolate Sereal,1 kemasan (30 g),120_kkal,"2,00g","2,000g","0,000g",0,"2,00g",0,"4,0g","14,00g",25mg,5mg,0,0
1715569705-1222,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/ceres-classic/1-porsi,Ceres,Ceres Classic,1 sendok teh (30 g),150_kkal,"6,00g","4,000g",0,0,"1,00g",0,0,"20,00g",5mg,0,0,0
1715569705-1223,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/choco-hazelnut-spread/1-porsi,Ceres,Choco Hazelnut Spread,2 porsi (30 g),150_kkal,"6,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-1224,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/meses-festive/1-porsi,Ceres,Meses Festive,1 takaran saji (30 g),150_kkal,"6,00g","4,000g",0,0,"2,00g",0,0,"19,00g",0mg,0,0,0
1715569705-1225,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/dark-chocolate-chips/1-porsi,Ceres,Dark Chocolate Chips,1 porsi (30 g),170_kkal,"10,00g",0,0,0,"2,00g",0,0,"13,00g",10mg,0,0,0
1715569705-1226,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/choco-topping/2-sdm,Ceres,Choco Topping,2 sdm (30 g),80_kkal,"0,00g",0,0,0,"1,00g",0,0,"13,00g",10mg,0,0,0
1715569705-1227,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/chocolate-pudding/1-porsi,Ceres,Chocolate Pudding,1 porsi (70 g),60_kkal,"1,00g",0,0,0,"1,00g",0,0,"9,00g",20mg,0,0,0
1715569705-1228,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/festive-sprinkles/100g,Ceres,Festive Sprinkles,100 g,511_kkal,"30,04g",0,0,0,"1,99g",0,0,0,0,0,0,0
1715569705-1229,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/milk-chocolate-chips/1-porsi,Ceres,Milk Chocolate Chips,1 porsi (30 g),170_kkal,"10,00g",0,0,0,"2,00g",0,0,"14,00g",20mg,0,0,0
1715569705-1230,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/meses/1-porsi,Ceres,Meses,1 sendok makan (15 g),40_kkal,"0,00g",0,0,0,"0,50g",0,0,0,0,0,0,0
1715569705-1231,https://www.fatsecret.co.id/kalori-gizi/search?q=Ceres,https://www.fatsecret.co.id/kalori-gizi/ceres/milk/1-serving,Ceres,Milk,1 sendok makan (30 g),150_kkal,"6,00g","4,000g",0,0,"2,00g",0,0,"19,00g",15mg,0,0,0
1715569705-1232,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-bakar-mini/100g,Champ,Sosis Bakar Mini,100 g,250_kkal,"17,00g","8,000g",0,0,"10,00g",0,0,"0,00g",770mg,0,0,0
1715569705-1233,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-sapi/1-porsi,Champ,Sosis Sapi,1 buah (25 g),50_kkal,"3,00g","1,500g",0,0,"2,00g",0,0,"0,00g",160mg,0,0,0
1715569705-1234,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/siomay/100g,Champ,Siomay,100 g,210_kkal,"7,00g","2,500g",0,0,"11,00g",0,0,"0,00g",810mg,0,0,0
1715569705-1235,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-sapi-kombinasi/1-porsi,Champ,Sosis Sapi Kombinasi,1 porsi (25 g),50_kkal,"3,00g","1,500g",0,0,"2,00g",0,0,"0,00g",160mg,0,0,0
1715569705-1236,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/chicken-sausage/1-pcs,Champ,Chicken Sausage,1 buah (25 g),45_kkal,"3,00g","1,000g",0,0,"3,00g",0,0,"0,00g",170mg,105mg,0,0
1715569705-1237,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/chicken-nugget/100g,Champ,Chicken Nugget,100 g,250_kkal,"20,00g","10,000g",0,0,"12,00g",0,0,"0,00g",720mg,0,0,0
1715569705-1238,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-ayam/1-keping,Champ,Sosis Ayam,1 keping (25 g),45_kkal,"3,00g","1,000g",0,0,"3,00g",0,0,"0,00g",170mg,0,0,0
1715569705-1239,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-siap-santap/100g,Champ,Sosis Siap Santap,100 g,180_kkal,"7,00g","3,000g",0,0,"10,00g",0,0,0,770mg,0,0,0
1715569705-1240,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/bakso-sapi/100g,Champ,Bakso Sapi,100 g,150_kkal,"6,00g","4,000g",0,0,"12,00g",0,0,"0,00g",920mg,0,0,0
1715569705-1241,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-bakar-jumbo/100g,Champ,Sosis Bakar Jumbo,100 g,250_kkal,"18,00g","8,000g",0,0,"10,00g",0,0,"0,00g",980mg,0,0,0
1715569705-1242,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/burger-daging-ayam/100g,Champ,Burger Daging Ayam,100 g,260_kkal,"13,00g","7,000g",0,0,"12,00g",0,0,"0,00g",960mg,0,0,0
1715569705-1243,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/bakso-ayam/100g,Champ,Bakso Ayam,100 g,160_kkal,"8,00g","3,500g",0,0,"9,00g",0,0,"0,00g",820mg,0,0,0
1715569705-1244,https://www.fatsecret.co.id/kalori-gizi/search?q=Champ,https://www.fatsecret.co.id/kalori-gizi/champ/sosis-ayam-kombinasi/1-keping,Champ,Sosis Ayam Kombinasi,1 keping (25 g),45_kkal,"3,00g",0,0,0,"3,00g",0,0,"0,00g",170mg,0,0,0
