fat,sugar,sodium,grade
1.5,5.0,0.07,A
3.5,6.0,0.035,D
3.5,4.0,0.01,A
2.5,2.0,0.13,A
4.0,6.0,0.03,D
6.0,8.0,0.02,D
4.0,5.0,0.07,A
2.0,2.0,0.09,A
0.0,2.0,0.41,A
0.0,5.0,0.34,A
0.0,1.0,0.86,D
0.0,4.0,0.67,D
0.0,5.0,0.27,A
0.0,1.0,0.86,D
0.0,3.0,0.26,A
0.0,2.0,0.32,A
0.0,13.0,0.18,C
0.0,4.0,0.33,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,1.0,0.58,D
3.0,1.0,0.07,A
5.0,3.0,0.1,A
2.5,1.0,0.065,A
13.0,2.0,0.28,D
3.0,1.0,0.07,A
3.0,1.0,0.085,A
2.5,0.0,0.53,D
1.0,0.0,0.22,A
3.5,0.0,0.5,A
4.0,0.0,0.35,A
2.5,0.0,0.29,A
2.0,0.0,0.4,A
4.0,0.0,0.6,D
0.0,0.0,0.31,A
7.0,16.0,0.18,C
2.5,0.0,0.31,A
1.5,0.0,0.44,A
4.0,0.0,0.26,A
1.5,0.0,0.24,A
1.5,0.0,0.34,A
1.0,0.0,0.28,A
1.0,0.0,0.26,A
2.0,0.0,0.0,A
0.0,0.0,0.32,A
7.0,0.0,0.42,D
2.5,0.0,0.31,A
3.0,0.0,0.18,A
1.0,0.0,0.18,A
0.0,19.0,0.08,C
3.5,0.0,0.25,A
4.0,25.0,0.05,C
3.0,14.0,0.05,C
7.0,13.0,0.075,C
7.0,8.0,0.065,D
5.0,13.0,0.075,C
2.5,27.0,0.035,D
2.5,18.0,0.07,C
2.0,17.0,0.035,C
7.0,8.0,0.065,D
7.0,4.0,0.075,D
4.0,25.0,0.0,C
3.0,22.0,0.07,C
2.5,16.0,0.03,C
2.0,22.0,0.05,C
7.0,4.0,0.075,D
2.5,13.0,0.03,C
4.5,17.0,0.06,C
5.0,6.0,0.055,D
2.5,17.0,0.03,C
1.5,19.0,0.045,C
2.1,3.2,0.007,A
2.1,3.0,0.016,A
6.0,10.0,0.025,D
8.0,9.3,0.022,D
8.0,9.0,0.025,D
2.0,0.0,0.25,A
1.0,0.0,0.15,A
7.0,0.0,0.18,D
8.0,0.0,0.26,D
6.0,1.0,0.28,A
7.0,0.0,0.28,D
2.5,0.0,0.34,A
8.0,0.0,0.28,D
2.5,0.0,0.34,A
7.0,0.0,0.28,D
10.0,0.0,0.16,D
10.0,0.0,0.16,D
1.0,0.0,0.21,A
1.5,0.0,0.25,A
7.0,0.0,0.28,D
20.0,0.0,0.34,C
0.0,2.5,0.0,A
3.5,5.6,0.012,D
28.4,47.6,0.08,D
5.3,7.3,0.015,D
10.8,16.8,0.033,C
4.9,8.0,0.017,D
3.5,6.0,0.0,D
5.0,8.0,0.015,D
13.7,19.0,0.065,C
6.34,0.0,0.0,A
8.8,0.0,0.0,D
15.6,0.0,0.0,D
8.27,0.0,0.0,D
7.15,0.0,0.0,D
7.48,0.0,0.0,D
2.5,14.0,0.03,C
1.5,25.0,0.12,C
3.0,0.0,0.002,A
18.0,0.0,0.0,C
18.0,0.0,0.0,C
11.8,0.0,0.0,D
16.2,0.0,0.0,D
15.0,0.0,0.0,D
20.0,0.0,0.0,C
6.0,0.0,0.0,A
12.0,0.0,0.0,D
6.0,0.0,0.0,A
16.0,0.0,0.0,D
8.0,0.0,0.0,D
18.0,0.0,0.0,C
14.7,0.0,0.0,D
16.0,0.0,0.0,D
14.0,0.0,0.0,D
16.0,0.0,0.0,D
15.2,0.0,0.0,D
18.0,0.0,0.0,C
16.0,0.0,0.0,D
20.0,0.0,0.0,C
10.9,0.0,0.0,D
18.0,0.0,0.0,C
13.0,0.0,0.0,D
0.0,0.0,0.015,A
0.0,0.0,0.28,A
5.0,3.0,0.65,D
0.0,1.0,0.56,D
22.0,14.0,0.57,C
14.0,9.0,0.38,D
5.0,5.0,0.34,A
0.0,0.0,0.13,A
0.0,1.0,0.48,A
2.0,0.1,0.18,A
3.0,4.0,0.82,D
0.0,0.0,0.18,A
1.5,0.1,0.31,A
0.0,3.0,1.3,C
0.0,3.0,2.98,D
0.0,3.0,0.055,A
0.0,1.0,0.077,A
2.0,3.0,1.14,D
0.0,0.0,0.64,D
0.0,0.0,0.3,A
6.0,7.0,0.59,D
4.0,4.0,1.06,D
2.5,2.0,0.21,A
0.0,1.0,0.66,D
0.0,3.0,2.96,D
0.0,0.0,0.43,A
1.0,0.0,0.85,D
0.0,1.0,0.09,A
0.0,0.0,0.43,A
0.0,1.0,0.66,D
0.0,1.0,0.62,D
0.6,0.3,0.004,A
0.0,0.0,0.02,A
1.0,0.0,0.075,A
2.5,4.0,0.46,A
0.0,2.0,0.065,A
1.0,2.0,0.17,A
2.0,1.0,0.44,A
1.5,1.0,0.34,A
0.5,0.0,0.105,A
0.5,2.0,0.38,A
1.0,1.0,0.065,A
1.5,2.0,0.37,A
4.0,11.0,0.502,D
2.0,1.0,0.78,D
1.0,1.0,0.085,A
0.0,3.0,0.0,A
2.5,2.0,0.18,A
6.0,12.0,0.07,D
13.0,27.0,0.26,D
3.5,8.0,0.15,D
1.5,3.0,0.05,A
2.0,4.0,0.0,A
2.0,2.0,0.04,A
4.5,4.0,0.2,A
2.0,8.0,0.125,D
2.0,3.0,0.032,A
13.0,10.0,0.135,D
6.0,9.0,0.0,D
8.0,9.0,0.04,D
4.0,8.0,0.135,D
5.0,6.0,0.125,D
6.0,13.0,0.08,C
2.0,4.0,0.07,A
6.0,10.0,0.12,D
3.0,2.0,0.04,A
2.0,9.0,0.14,D
5.0,4.0,0.07,A
5.0,9.0,0.12,D
3.0,2.0,0.02,A
2.0,1.0,0.08,A
5.0,1.0,0.115,A
3.0,0.0,0.35,A
7.0,0.0,0.0,D
1.0,0.0,0.0,A
1.0,0.0,0.0,A
0.0,0.0,0.035,A
2.0,0.0,0.0,A
0.0,10.0,0.035,D
0.0,2.0,0.015,A
0.0,0.0,0.0,A
6.0,16.0,0.0,C
0.0,12.0,0.0,D
4.0,20.0,0.17,C
4.0,20.0,0.16,C
3.5,18.0,0.15,C
0.0,14.0,0.05,C
4.0,20.0,0.0,C
3.5,25.0,0.14,C
21.0,0.0,0.0,C
4.5,16.0,0.0,C
19.0,0.0,0.0,C
3.5,14.0,0.02,C
2.0,14.0,0.005,C
2.0,21.0,0.065,C
0.5,16.0,0.0,C
2.5,12.0,0.03,D
0.0,13.0,0.025,C
2.5,12.0,0.03,D
2.0,14.0,0.095,C
2.5,13.0,0.035,C
2.5,5.0,0.015,A
2.5,5.0,0.015,A
4.0,11.0,0.025,D
2.0,12.0,0.035,D
1.0,6.0,0.0,D
1.0,6.0,0.015,D
5.0,0.0,0.13,A
2.0,14.0,0.045,C
3.5,0.0,0.03,A
2.5,20.0,0.11,C
1.0,6.0,0.02,D
6.0,12.0,0.19,D
1.0,0.0,0.005,A
0.5,10.0,0.0,D
3.0,8.0,1.21,D
12.0,7.0,0.42,D
0.0,10.0,0.31,D
5.0,0.0,0.28,A
3.5,0.0,0.23,A
2.0,0.0,0.25,A
5.0,3.0,0.2,A
2.0,0.0,0.25,A
10.0,0.0,0.07,D
2.5,8.0,0.56,D
3.5,0.0,0.25,A
4.0,0.0,0.31,A
5.0,0.0,0.29,A
6.0,11.0,0.14,D
0.0,12.0,0.35,D
8.0,1.0,0.24,D
2.5,5.0,0.1,A
7.0,0.0,0.42,D
7.0,1.0,0.37,D
3.0,0.0,0.22,A
2.5,5.0,0.12,A
5.0,0.0,0.27,A
3.5,0.0,0.23,A
7.0,0.0,0.38,D
3.0,0.0,0.29,A
5.0,0.0,0.28,A
2.0,2.0,0.0,A
1.5,2.0,0.0,A
2.0,2.0,0.045,A
2.0,3.0,0.0,A
7.0,1.0,0.4,D
4.5,2.0,0.15,A
4.0,0.0,0.22,A
3.0,1.0,0.095,A
8.0,4.0,0.125,D
7.5,10.5,0.015,D
15.0,16.0,0.075,C
14.0,1.0,0.0,D
11.0,7.0,0.002,D
12.0,5.0,0.0,D
6.3,11.25,0.063,D
10.0,0.0,0.0,D
0.0,25.0,0.0,C
0.0,25.0,0.1,C
0.0,40.0,0.0,D
10.0,24.0,0.0,C
11.0,8.0,0.0,D
21.0,27.0,0.0,D
11.0,10.0,0.085,D
3.0,11.0,0.07,D
22.86,46.26,0.144,D
20.9,0.0,0.083,C
20.9,38.6,0.083,D
0.2,0.0,0.05,A
0.3,0.5,0.05,A
5.0,1.0,0.07,A
5.0,1.0,0.09,A
5.0,1.0,0.075,A
5.0,1.0,0.06,A
7.0,1.0,0.13,D
3.5,1.0,0.095,A
6.0,1.0,0.135,A
2.5,1.0,0.07,A
6.0,1.0,0.07,A
4.0,1.0,0.065,A
5.0,1.0,0.06,A
18.3,0.0,0.0,C
18.3,0.0,0.0,C
19.3,0.0,0.0,C
9.0,11.0,0.0,D
9.0,14.0,0.02,C
9.0,10.0,0.03,D
7.0,9.0,0.005,D
6.0,10.0,0.015,D
4.5,7.0,0.005,D
5.0,11.0,0.035,D
11.0,8.0,0.01,D
15.0,15.0,0.07,C
2.5,12.0,0.17,D
2.0,19.0,0.22,C
0.5,15.0,0.01,C
2.5,16.0,0.105,C
1.5,3.0,0.17,A
3.0,1.0,0.125,A
4.0,18.0,0.26,C
0.0,4.0,0.0,A
1.5,3.0,0.18,A
0.0,0.0,0.0,A
2.0,4.0,0.025,A
2.0,2.0,0.14,A
4.0,33.0,0.135,D
1.5,7.5,0.044,D
2.5,9.0,0.15,D
2.0,3.0,0.15,A
2.0,4.0,0.025,A
22.0,0.0,0.0,C
2.5,9.0,0.09,D
0.5,15.0,0.01,C
4.0,18.0,0.26,C
2.5,0.0,0.115,A
2.0,2.0,0.14,A
2.0,0.0,0.14,A
4.5,25.0,0.14,C
4.5,25.0,0.14,C
2.5,12.0,0.17,D
0.0,0.0,0.0,A
2.5,5.0,0.025,A
2.0,19.0,0.22,C
2.5,1.0,0.16,A
1.5,0.0,0.2,A
8.3,0.0,0.0,D
3.0,0.0,0.0,A
5.0,0.0,0.0,A
5.0,0.0,0.0,A
0.0,0.0,0.0,A
3.0,0.0,0.0,A
11.0,1.0,0.121,D
1.0,3.0,0.04,A
23.53,0.58,0.714,C
3.5,15.0,1.29,C
0.0,0.0,0.67,D
1.0,0.0,0.015,A
0.0,0.0,0.042,A
2.0,16.0,1.37,C
0.0,0.0,0.042,A
0.0,1.0,0.042,A
1.0,3.0,0.42,A
3.0,5.0,0.63,D
2.5,13.0,0.53,C
0.0,3.0,0.04,A
0.5,0.0,0.0,A
1.0,3.0,0.42,A
1.0,0.0,0.0,A
0.0,3.0,0.04,A
6.0,6.0,0.89,D
1.0,0.0,0.0,A
1.0,0.0,0.0,A
1.0,3.0,0.0,A
0.0,0.0,0.72,D
1.0,0.0,0.0,A
0.0,0.0,0.99,D
1.0,3.0,0.005,A
0.5,3.0,1.4,C
1.0,0.0,0.0,A
5.0,12.0,0.94,D
4.0,7.0,0.63,D
8.0,14.0,0.95,C
5.0,11.0,0.75,D
4.0,7.0,0.63,D
7.0,24.0,0.0,C
6.0,13.0,0.115,C
7.0,17.0,0.125,C
8.0,1.0,0.105,D
8.0,19.0,0.12,C
6.0,11.0,0.095,D
7.0,10.0,0.115,D
16.0,0.0,0.0,D
0.0,0.0,0.14,A
3.5,20.0,0.12,C
9.0,6.0,0.085,D
10.0,6.0,0.05,D
4.0,6.0,0.07,D
9.0,6.0,0.05,D
4.0,1.0,0.21,A
0.5,2.0,0.76,D
0.0,0.0,0.29,A
6.0,6.0,0.1,D
1.0,4.0,0.87,D
0.5,17.0,0.34,C
2.0,1.0,0.56,D
3.0,1.0,0.41,A
0.0,4.0,0.025,A
0.0,0.0,0.035,A
3.5,6.0,0.0,D
5.0,5.0,0.08,A
5.0,5.0,0.06,A
4.5,6.0,0.098,D
13.0,4.0,0.044,D
4.5,7.0,0.112,D
0.0,0.0,0.035,A
13.0,4.0,0.044,D
7.0,0.0,0.095,D
5.0,1.0,0.1,A
10.0,7.0,0.075,D
10.0,6.0,0.075,D
4.5,7.0,0.098,D
6.0,0.0,0.06,A
6.0,0.0,0.13,A
6.0,0.0,0.07,A
5.0,0.0,0.05,A
5.0,0.0,0.0,A
6.0,0.0,0.055,A
6.0,0.0,0.07,A
7.0,0.0,0.09,D
7.0,0.0,0.0,D
7.0,0.0,0.07,D
0.0,0.0,0.0,A
2.0,3.0,0.1,A
1.0,6.0,0.01,D
1.0,6.0,0.01,D
1.0,3.0,0.085,A
1.0,6.0,0.01,D
1.0,3.0,0.01,A
15.0,0.0,0.0,D
4.0,0.0,0.14,A
0.0,4.0,0.82,D
0.0,5.0,0.07,A
0.0,2.0,1.08,D
0.0,4.0,0.82,D
0.0,1.0,0.99,D
0.0,4.0,0.91,D
0.0,11.0,0.0,D
0.0,3.0,0.6,D
0.0,8.0,0.0,D
0.0,10.0,0.53,D
1.5,3.0,0.65,D
0.0,2.0,1.2,D
0.0,13.0,0.0,C
13.0,1.0,0.03,D
5.0,4.0,0.97,D
0.0,0.0,0.0,A
4.0,5.0,0.596,D
1.0,10.0,0.04,D
1.0,0.0,0.0,A
0.5,0.0,0.16,A
3.0,3.0,1.15,D
5.0,4.0,1.036,D
5.0,3.0,0.64,D
15.0,0.0,0.0,D
3.5,2.0,0.135,A
6.0,4.0,1.27,C
3.5,2.0,0.135,A
1.0,0.0,0.26,A
7.0,5.0,0.64,D
8.0,1.0,0.24,D
4.5,4.0,0.72,D
7.0,1.0,0.075,D
7.0,5.0,0.64,D
7.0,5.0,0.64,D
7.0,13.0,0.035,C
4.5,5.0,0.57,D
8.0,13.0,0.055,C
3.0,3.0,1.14,D
3.0,3.0,1.14,D
9.0,1.0,0.09,D
5.0,3.0,0.64,D
5.0,4.0,0.97,D
2.0,0.0,0.0,A
4.5,5.0,0.57,D
8.0,1.0,0.12,D
5.0,4.0,0.97,D
5.0,4.0,0.97,D
1.5,0.0,0.26,A
7.0,5.0,0.64,D
9.0,1.0,0.0,D
3.5,3.0,0.085,A
7.0,0.0,0.0,D
1.0,1.0,0.116,A
1.0,1.0,0.13,A
0.5,1.0,0.136,A
2.0,1.0,0.33,A
1.0,1.0,0.0,A
14.0,0.0,0.31,D
10.0,0.0,0.135,D
9.0,0.0,0.42,D
6.0,0.0,0.49,A
14.0,0.0,0.31,D
18.0,0.0,0.135,C
8.0,14.0,0.08,C
55.0,7.0,0.0,D
8.2,5.8,0.008,D
10.0,13.0,0.01,C
16.0,2.0,0.01,D
46.0,11.0,0.01,D
11.7,6.8,0.004,D
51.0,1.0,0.025,D
32.0,49.0,0.013,D
7.0,9.0,0.015,D
0.0,16.0,0.03,C
1.5,1.0,0.18,A
3.5,0.0,0.025,A
4.5,1.0,0.07,A
4.0,0.0,0.025,A
8.0,7.0,0.04,D
9.0,10.0,0.035,D
8.0,8.0,0.04,D
6.0,7.0,0.045,D
8.0,7.0,0.035,D
6.0,6.0,0.04,D
8.0,7.0,0.035,D
0.0,14.0,0.065,C
4.0,9.0,0.04,D
4.5,4.0,0.05,A
7.0,9.0,0.1,D
4.5,10.0,0.09,D
4.4,0.0,1.124,D
0.0,0.0,0.0,A
4.5,10.0,0.09,D
4.5,4.0,0.0,A
4.0,9.0,0.04,D
9.0,8.0,0.085,D
11.0,9.0,0.065,D
0.0,24.0,0.075,C
0.0,28.0,0.005,D
0.0,31.0,0.015,D
6.0,0.0,0.285,A
9.0,8.0,0.085,D
0.0,10.0,0.035,D
6.0,6.0,0.0,D
11.0,12.0,0.075,D
5.0,5.0,0.015,A
7.0,15.0,0.1,C
10.0,9.0,0.095,D
6.0,0.0,0.0,A
7.0,13.0,0.085,C
5.4,5.4,0.01,D
5.7,5.5,0.03,D
8.0,10.0,0.1,D
1.5,3.0,0.03,A
0.0,0.0,0.025,A
0.0,0.0,0.0,A
0.0,0.0,0.01,A
0.0,0.0,0.105,A
5.0,0.0,0.115,A
4.5,0.0,0.2,A
7.0,0.0,0.44,D
3.5,0.0,0.135,A
3.5,0.0,0.135,A
3.0,0.0,0.23,A
4.5,22.0,0.105,C
4.0,22.0,0.13,C
4.0,9.0,0.13,D
2.5,0.0,0.025,A
0.0,7.0,0.01,D
0.0,9.0,0.02,D
1.0,5.0,0.14,A
0.0,18.0,0.035,C
0.0,0.0,0.0,A
0.0,0.0,0.016,A
0.0,9.5,0.015,D
5.0,17.0,0.06,C
0.0,14.0,0.0,C
0.0,13.0,0.0,C
0.0,5.0,0.0,A
0.0,11.0,0.0,D
0.0,16.0,0.0,C
9.0,1.0,0.21,D
0.0,3.0,0.56,D
0.0,0.0,0.25,A
22.5,15.0,0.8,C
4.5,3.0,0.16,A
6.0,2.0,0.24,A
7.0,3.0,0.31,D
6.0,3.0,0.27,A
5.0,2.0,0.23,A
6.0,4.0,0.23,A
14.1,0.0,1.319,C
0.0,0.0,0.97,D
0.0,1.0,0.23,A
17.6,0.0,0.0,C
13.8,1.9,1.319,C
1.05,0.0,0.0,A
27.0,0.0,0.375,C
2.5,0.0,0.035,A
2.0,0.0,0.0,A
29.0,0.0,1.27,C
3.0,0.0,0.184,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
13.0,0.0,0.045,D
9.0,8.0,0.015,D
0.0,0.0,0.025,A
3.6,1.0,0.0,A
4.9,3.1,0.006,A
4.0,12.0,1.06,D
6.0,0.0,0.05,A
2.0,5.0,0.035,A
4.5,12.0,0.14,D
5.0,14.0,0.19,C
1.5,5.0,0.04,A
0.0,17.0,0.0,C
0.0,15.0,0.0,C
0.0,16.0,0.0,C
0.0,16.0,0.0,C
0.0,16.0,0.0,C
0.0,15.0,0.0,C
0.0,22.0,0.0,C
0.0,25.0,0.01,C
0.0,16.0,0.0,C
0.0,15.0,0.0,C
0.0,21.0,0.0,C
0.0,10.0,0.055,D
0.0,6.0,0.055,D
12.0,9.0,0.08,D
0.0,16.0,0.0,C
5.0,19.0,0.05,C
0.0,12.0,0.0,D
0.0,18.0,0.0,C
1.0,4.0,0.54,D
2.5,6.0,0.63,D
2.0,0.0,0.045,A
0.0,4.0,0.08,A
7.0,3.0,0.29,D
2.0,1.0,0.09,A
0.5,2.0,0.61,D
1.0,0.0,0.03,A
2.0,0.0,0.065,A
3.5,6.0,0.54,D
1.5,0.0,0.13,A
1.0,0.0,0.53,D
2.0,0.0,0.08,A
2.5,0.0,0.01,A
2.0,0.0,0.6,D
0.0,4.0,0.04,A
3.5,6.0,0.54,D
2.0,0.0,0.0,A
2.0,0.0,0.065,A
1.5,3.0,0.65,D
2.0,0.0,0.08,A
0.0,1.0,1.27,C
2.5,7.0,0.62,D
0.0,4.0,0.075,A
0.0,3.0,0.23,A
2.0,0.0,0.065,A
0.0,33.0,2.58,D
0.5,14.0,0.6,C
2.5,15.0,1.56,C
0.0,15.0,0.68,C
0.0,7.0,0.74,D
0.5,0.0,0.27,A
5.0,0.0,0.26,A
1.0,7.0,0.195,D
6.0,9.0,1.25,D
1.0,4.0,0.6,D
0.5,16.0,0.64,C
14.0,0.0,0.0,D
2.0,0.0,0.08,A
3.5,6.0,1.38,C
2.0,0.0,0.09,A
0.0,8.0,0.6,D
5.0,6.0,1.38,C
0.0,4.0,0.06,A
5.0,0.0,0.26,A
14.0,0.0,0.095,D
1.5,3.0,0.65,D
7.0,3.0,0.29,D
1.0,0.0,0.53,D
2.0,1.0,0.09,A
17.0,0.0,0.03,C
4.0,1.0,0.9,D
6.0,1.0,0.0,A
9.0,5.0,1.27,C
6.0,1.0,0.21,A
2.5,1.0,0.07,A
2.5,1.0,0.135,A
13.0,5.0,0.0,D
8.0,2.0,1.28,C
13.0,5.0,1.03,D
13.0,5.0,1.03,D
45.0,1.0,0.105,D
0.0,7.0,0.1,D
2.0,2.0,0.005,A
2.0,2.0,0.005,A
0.0,6.0,0.0,D
0.0,0.0,0.058,A
0.0,5.0,0.075,A
0.0,5.0,0.1,A
1.0,14.0,0.007,C
0.0,12.0,0.005,D
0.0,0.0,0.005,A
1.0,9.0,0.0,D
0.0,13.0,0.02,C
9.0,4.0,0.0,D
8.0,8.0,0.0,D
0.5,11.0,0.01,D
0.0,10.0,0.01,D
0.0,10.0,0.0,D
8.0,8.0,0.01,D
7.0,5.0,0.065,D
0.0,14.0,0.0,C
0.0,13.0,0.02,C
0.0,10.0,0.009,D
0.0,14.0,0.0,C
0.0,0.0,0.01,A
7.0,10.0,0.015,D
0.0,30.0,0.01,D
0.0,28.0,0.025,D
0.0,31.0,0.0,D
0.0,11.0,0.04,D
0.0,13.0,0.03,C
2.0,0.0,0.0,A
5.0,6.0,0.03,D
5.5,0.0,0.04,A
6.0,0.0,0.04,A
5.0,1.0,0.03,A
5.0,0.0,0.0,A
5.0,10.0,0.04,D
0.0,0.0,0.0,A
1.5,14.0,0.01,C
3.5,13.0,0.045,C
5.0,0.0,0.0,A
2.5,16.0,0.1,C
0.0,22.0,0.0,C
0.0,24.0,0.0,C
3.0,13.0,0.01,C
5.0,1.0,0.095,A
4.5,1.0,0.1,A
5.0,1.0,0.11,A
1.5,1.0,0.15,A
2.5,0.0,0.4,A
0.0,0.0,0.18,A
4.5,3.0,1.18,D
1.5,1.0,0.4,A
1.5,7.0,0.44,D
6.0,0.0,0.04,A
3.0,2.0,0.36,A
0.5,0.0,0.59,D
4.5,4.0,0.4,A
8.0,0.0,0.0,D
16.0,0.0,0.0,D
6.0,0.0,0.0,A
8.0,0.0,0.0,D
7.0,0.0,0.0,D
2.5,17.0,0.055,C
5.0,1.0,0.03,A
7.0,3.0,0.055,D
9.0,3.0,0.13,D
8.0,4.0,0.06,D
8.0,3.0,0.115,D
2.5,1.0,0.03,A
0.0,4.0,0.03,A
4.0,0.0,0.19,A
4.5,5.0,0.045,A
7.0,4.0,0.59,D
4.0,1.0,0.7,D
3.0,2.0,0.84,D
6.0,0.0,0.86,D
3.5,1.0,0.72,D
6.0,0.0,0.0,A
2.5,0.0,0.085,A
5.0,10.0,0.025,D
0.0,12.0,0.015,D
8.0,0.045,0.0,D
0.0,0.0,0.0,A
3.0,0.0,0.0,A
4.5,0.0,0.0,A
8.0,10.0,0.09,D
0.0,11.0,0.045,D
3.0,15.0,0.15,C
2.5,15.0,0.0,C
28.0,4.0,0.17,C
9.0,2.0,0.6,D
17.0,9.0,1.31,C
4.0,0.0,0.0,A
4.5,2.0,0.94,D
4.0,4.0,0.045,A
7.0,6.0,0.9,B
8.0,0.5,0.0,D
21.0,4.0,1.82,C
2.5,3.0,0.02,A
6.0,1.0,0.85,D
5.0,7.0,0.04,D
4.5,3.0,0.045,A
4.5,3.0,0.81,D
5.0,7.0,0.035,D
4.5,4.0,0.09,A
6.0,6.0,0.1,D
19.0,6.0,1.24,C
7.0,1.0,1.0,D
3.0,2.0,0.0,A
7.0,4.0,0.59,D
0.0,18.0,0.01,C
0.0,22.0,0.075,C
13.0,0.0,0.0,D
13.0,0.0,0.0,D
13.0,0.0,0.0,D
13.0,0.0,0.0,D
13.0,0.0,0.0,D
17.0,0.0,0.6,C
9.0,0.0,0.0,D
0.0,0.0,0.0,A
2.0,0.0,0.0,A
7.0,30.0,0.05,D
13.0,0.0,0.0,D
8.0,26.0,0.15,D
5.81,0.0,0.0,A
4.5,20.0,0.08,C
4.9,0.2,0.0,A
16.8,0.0,0.0,C
13.0,9.0,0.124,D
5.09,0.0,0.021,A
0.0,38.4,0.0,D
17.0,64.0,0.26,D
16.0,5.0,0.87,D
16.0,5.0,0.87,D
6.0,7.0,0.105,D
12.0,14.0,0.13,C
2.0,2.0,0.025,A
10.0,12.0,0.18,D
2.0,2.0,0.025,A
3.0,0.0,0.035,A
12.0,13.0,0.13,C
10.0,8.0,0.12,D
2.0,2.0,0.025,A
3.5,0.0,0.0,A
10.0,9.0,0.085,D
9.0,10.0,0.135,D
2.3,1.0,0.0,A
10.0,11.0,0.14,D
0.08,0.0,0.04,A
11.0,9.0,0.085,D
3.0,0.0,0.148,A
0.0,1.0,0.02,A
6.0,13.0,0.04,C
6.0,13.0,0.04,C
0.0,6.0,0.02,D
1.0,6.0,0.01,D
2.0,8.0,0.08,D
8.0,0.0,0.0,D
4.0,0.0,0.0,A
3.8,0.0,0.0,A
2.8,0.0,0.0,A
2.0,0.0,0.0,A
1.0,0.057,0.0,A
2.0,0.0,0.0,A
2.8,0.0,0.0,A
2.0,0.0,0.0,A
2.0,0.0,0.0,A
4.0,2.0,0.0,A
0.0,2.0,0.0,A
0.0,2.0,0.0,A
36.35,0.0,0.0,D
52.0,6.0,0.045,D
14.0,1.0,0.53,D
17.0,1.0,0.43,C
8.0,0.0,0.69,D
12.0,3.0,0.67,D
0.5,4.0,0.06,A
0.0,1.0,0.01,A
1.5,0.0,0.0,A
0.0,2.0,0.49,A
24.0,30.0,0.04,D
38.0,18.0,0.03,D
7.0,2.0,0.29,D
5.0,3.0,0.125,A
4.0,4.0,0.23,A
3.5,1.0,0.0,A
8.0,1.0,0.27,D
4.0,1.0,0.09,A
13.0,0.0,0.0,D
31.1,0.0,0.0,C
30.9,20.0,0.58,C
19.0,4.0,0.9,C
17.0,8.0,1.19,C
4.0,3.0,0.35,A
6.0,5.0,0.6,D
14.0,3.0,1.06,D
12.0,2.0,0.0,D
15.0,4.0,0.86,D
16.0,5.0,1.02,D
16.0,3.0,0.93,D
18.0,2.0,1.01,C
13.0,6.0,0.93,B
13.0,3.0,0.94,D
15.0,2.0,1.14,D
22.0,6.0,1.19,C
18.0,6.0,0.92,C
16.0,2.0,1.05,D
16.0,5.0,1.02,D
15.0,3.0,0.93,D
19.0,4.0,0.9,C
14.0,2.0,0.0,D
14.0,5.0,1.2,D
13.0,3.0,1.15,D
17.0,3.0,0.94,C
23.0,5.0,1.12,C
17.0,3.0,0.82,C
21.0,2.0,0.87,C
19.0,2.0,0.87,C
22.0,6.0,0.81,C
24.0,7.0,1.01,C
14.0,5.0,1.17,D
14.0,2.0,1.26,C
14.0,3.0,1.04,D
19.0,6.0,0.85,C
16.0,5.0,0.92,D
14.0,6.0,1.16,B
18.0,2.0,0.0,C
13.0,7.0,1.0,B
18.0,2.0,1.21,C
18.0,2.0,0.95,C
16.0,3.0,0.88,D
16.0,3.0,1.02,D
14.0,6.0,1.16,B
14.0,2.0,0.99,D
18.0,2.0,1.01,C
5.0,1.0,0.1,A
4.0,0.0,0.0,A
5.0,0.0,0.0,A
4.0,2.0,0.15,A
3.5,0.0,0.0,A
6.0,9.0,0.07,D
7.0,20.0,0.075,C
6.0,15.0,0.055,C
6.0,5.0,0.06,A
4.5,21.0,0.0,C
3.0,0.0,0.0,A
4.5,10.0,0.1,D
2.5,0.0,0.0,A
8.0,0.0,0.0,D
4.5,0.0,0.0,A
4.5,19.0,0.065,C
0.5,7.0,0.01,D
0.0,4.0,0.01,A
1.5,9.0,0.005,D
4.0,18.0,0.035,C
1.9,1.7,0.04,A
3.7,2.6,0.048,A
2.5,1.7,0.041,A
3.3,1.9,0.085,A
4.0,16.0,0.17,C
2.5,4.0,0.04,A
4.0,19.0,0.17,C
2.5,11.0,0.02,D
4.0,11.0,0.09,D
4.0,2.0,0.105,A
2.5,5.0,0.005,A
0.0,2.0,0.0,A
0.0,2.0,0.005,A
4.0,5.0,0.07,A
4.5,2.0,0.16,A
0.0,2.0,0.0,A
0.0,11.0,2.0,C
1.5,4.0,0.055,A
6.0,4.0,0.1,A
0.0,3.0,0.05,A
0.0,2.0,0.035,A
6.0,11.0,0.085,D
4.0,8.0,0.01,D
2.6,10.8,0.0,D
2.5,9.0,0.045,D
4.0,16.0,0.105,C
2.5,10.0,0.065,D
2.5,9.0,0.045,D
6.0,16.0,0.11,C
2.2,14.5,0.051,C
2.5,9.0,0.0,D
